36001	0.0396642231472356
36002	0.0226869105841714
36003	-0.00275928726642138
36004	-0.0189034801428437
36005	-0.0223104579739896
36006	-0.0177888723450479
36007	-0.0206402806227396
36008	-0.0279823934339192
36009	-0.0321511661643916
36010	-0.0252189497294926
36011	-0.0175110286341579
36012	-0.0115734816040471
36013	-0.0173751466482057
36014	-0.0340428675405219
36015	-0.0552899874887784
36016	-0.0592116014090265
36017	-0.0471050740974857
36018	-0.0254245667368338
36019	-0.0102316297879497
36020	-0.00682276911485655
36021	-0.013322242512317
36022	-0.015311395769465
36023	-0.0105922538985837
36024	-0.00181121789198614
36025	0.0103870973113657
36026	0.022663785570262
36027	0.0272098597248028
36028	0.0235516780711404
36029	0.0223956006708186
36030	0.0264533739278857
36031	0.0313777509051802
36032	0.0341476934903198
36033	0.0362077413516622
36034	0.0362823876568852
36035	0.0356309308650627
36036	0.0388198277359501
36037	0.0490482259382747
36038	0.0654798546024035
36039	0.084659606399288
36040	0.0966835414021395
36041	0.102419186126222
36042	0.109056884102332
36043	0.117432482554671
36044	0.121420293450506
36045	0.124711712005125
36046	0.122400636806481
36047	0.107998568720162
36048	0.0828182624649988
36049	0.0589847804412415
36050	0.0389719565426687
36051	0.0255770572625683
36052	0.0173660296529531
36053	-0.00113456394415251
36054	-0.0341079817690486
36055	-0.0653345686452159
36056	-0.0853431181505034
36057	-0.0960206072322632
36058	-0.0943970763779626
36059	-0.0858174179008526
36060	-0.0846359449133142
36061	-0.0944098528934005
36062	-0.105115906950905
36063	-0.104619539444917
36064	-0.0931632426154991
36065	-0.080168743044803
36066	-0.0740168636263504
36067	-0.0738029952098786
36068	-0.074673051480428
36069	-0.0680704193390087
36070	-0.0479253289709716
36071	-0.0205494344619875
36072	0.00377460362229082
36073	0.00868854595046984
36074	-0.00306515354537903
36075	-0.0180569689005788
36076	-0.0153343055982704
36077	0.000189447901814944
36078	0.0193252940376914
36079	0.0329969388587121
36080	0.0443825095334605
36081	0.0456340062930345
36082	0.0409206913162466
36083	0.0388521964198837
36084	0.0422894632084105
36085	0.0375204751591279
36086	0.0222444830955023
36087	0.00168430090558401
36088	-0.0101321379239805
36089	-0.0129014613403922
36090	-0.0134920714055997
36091	-0.0232589733567451
36092	-0.0374612097234387
36093	-0.053639544763945
36094	-0.067361647878412
36095	-0.0700965353257572
36096	-0.05417025474964
36097	-0.0319253585714711
36098	-0.0219035378121263
36099	-0.0222972402397145
36100	-0.0235432574877902
36101	-0.0230176043328905
36102	-0.022791325054847
36103	-0.0182765515031844
36104	-0.0130742871174256
36105	-0.0116801927820526
36106	-0.015245637459664
36107	-0.0156825182904758
36108	-0.00746000631540656
36109	0.00868643264436472
36110	0.0225659799015293
36111	0.0280047004748813
36112	0.0282439973338735
36113	0.0280302355265805
36114	0.0308469339952988
36115	0.0378604807769383
36116	0.0476957307909266
36117	0.0579303916363722
36118	0.0648997084114889
36119	0.0713246029073507
36120	0.081621771444372
36121	0.0979839544529325
36122	0.113106095877602
36123	0.124553132790903
36124	0.131493350694462
36125	0.131086071587814
36126	0.122908288755961
36127	0.113077052328032
36128	0.103008031151364
36129	0.0922272519372232
36130	0.0815022009802242
36131	0.0623825041531546
36132	0.0334452047291195
36133	0.00340085140909859
36134	-0.0203665077040288
36135	-0.0407627624455523
36136	-0.0595017345871558
36137	-0.0739051293305036
36138	-0.0876015143738197
36139	-0.100489932693394
36140	-0.110886387172469
36141	-0.113505328127224
36142	-0.105349901026877
36143	-0.092714600299659
36144	-0.0871141655627312
36145	-0.0925421249223661
36146	-0.102066147243977
36147	-0.110823739829806
36148	-0.110681393866072
36149	-0.0974860106625045
36150	-0.0727777897254616
36151	-0.0481575067503629
36152	-0.0326338124316853
36153	-0.0258052095560001
36154	-0.0184889797429914
36155	-0.0077723230321541
36156	0.00126694153731411
36157	0.00819467309291814
36158	0.0151884312355853
36159	0.023669319201445
36160	0.0290548717107924
36161	0.0357504994172789
